0,0.0063664,-0.00058044
3.125e-12,0.0062622,-0.00073774
6.25e-12,0.006138,-0.0009286
9.375e-12,0.0059775,-0.0010775
1.25e-11,0.0057466,-0.0010218
1.5625e-11,0.0054825,-0.0010671
1.875e-11,0.0052634,-0.00097046
2.1875e-11,0.0051313,-0.00076739
2.5e-11,0.0049474,-0.00056928
2.8125e-11,0.0050231,-0.00036262
3.125e-11,0.0050946,-0.00011996
3.4375e-11,0.0051707,0.00017065
3.75e-11,0.0053922,0.00032699
4.0625e-11,0.0056306,0.00052148
4.375e-11,0.0058606,0.00058115
4.6875e-11,0.0060649,0.00046227
5e-11,0.0063676,0.00041386
5.3125e-11,0.0066203,0.00027424
5.625e-11,0.0068368,4.4352e-05
5.9375e-11,0.0070409,-0.00017618
6.25e-11,0.00703,-0.00040032
6.5625e-11,0.0070072,-0.00067047
6.875e-11,0.0070356,-0.00099643
7.1875e-11,0.0069294,-0.00129
7.5e-11,0.0068522,-0.0016362
7.8125e-11,0.006694,-0.0018121
8.125e-11,0.0064479,-0.0018969
8.4375e-11,0.006194,-0.0021101
8.75e-11,0.0059039,-0.0022663
9.0625e-11,0.0055632,-0.0024217
9.375e-11,0.0052907,-0.0025191
9.6875e-11,0.0050718,-0.0024273
1e-10,0.0047772,-0.0023734
1.0313e-10,0.0044381,-0.0023592
1.0625e-10,0.0040516,-0.0022903
1.0938e-10,0.0036971,-0.0022444
1.125e-10,0.0034998,-0.0021321
1.1563e-10,0.0033121,-0.0019252
1.1875e-10,0.0030327,-0.00176
1.2188e-10,0.0026962,-0.0015865
1.25e-10,0.0023539,-0.0014075
1.2813e-10,0.0021215,-0.0012421
1.3125e-10,0.0019854,-0.0010458
1.3438e-10,0.0017905,-0.00080945
1.375e-10,0.0015155,-0.00061545
1.4062e-10,0.0011656,-0.00040627
1.4375e-10,0.00089435,-0.00022545
1.4687e-10,0.00072182,-5.388e-05
1.5e-10,0.00055465,0.00015673
1.5313e-10,0.00030647,0.00034855
1.5625e-10,-5.6456e-05,0.00047223
1.5938e-10,-0.00041423,0.00060551
1.625e-10,-0.00065183,0.00072095
1.6563e-10,-0.00088303,0.00084079
1.6875e-10,-0.0011464,0.00096663
1.7188e-10,-0.0014781,0.00098087
1.75e-10,-0.0018708,0.00090911
1.7813e-10,-0.0021724,0.00090245
1.8125e-10,-0.0024041,0.0008556
1.8437e-10,-0.0026797,0.00083474
1.875e-10,-0.0029379,0.00075127
1.9063e-10,-0.0031985,0.00047038
1.9375e-10,-0.0034262,0.00020023
1.9688e-10,-0.0035953,1.9434e-05
2e-10,-0.0037076,-0.00022008
2.0313e-10,-0.0038554,-0.00042128
2.0625e-10,-0.003828,-0.00075576
2.0938e-10,-0.0037089,-0.0011053
2.125e-10,-0.003652,-0.0013585
2.1563e-10,-0.0035031,-0.0015513
2.1875e-10,-0.0033696,-0.0017713
2.2187e-10,-0.0032061,-0.0019297
2.25e-10,-0.0028362,-0.0019457
2.2813e-10,-0.0025692,-0.0019727
2.3125e-10,-0.0023471,-0.0019323
2.3438e-10,-0.0021151,-0.0017838
2.375e-10,-0.0019198,-0.0017148
2.4062e-10,-0.0018421,-0.0014457
2.4375e-10,-0.0018379,-0.0011621
2.4687e-10,-0.0018008,-0.00096316
2.5e-10,-0.0019677,-0.00076138
2.5312e-10,-0.0020555,-0.00057337
2.5625e-10,-0.0022128,-0.00046036
2.5937e-10,-0.0025044,-0.00050242
2.625e-10,-0.0026945,-0.00050151
2.6563e-10,-0.0028506,-0.00063251
2.6875e-10,-0.0029647,-0.00086934
2.7188e-10,-0.003082,-0.00097327
2.75e-10,-0.0029978,-0.0011999
2.7813e-10,-0.0028797,-0.0013528
2.8125e-10,-0.0027883,-0.0014739
2.8438e-10,-0.0025241,-0.0014245
2.875e-10,-0.0023477,-0.0014371
2.9063e-10,-0.002215,-0.0013673
2.9375e-10,-0.0021702,-0.0011841
2.9688e-10,-0.0021264,-0.0010608
3e-10,-0.002261,-0.00093308
3.0313e-10,-0.0024874,-0.00082736
3.0625e-10,-0.0025579,-0.00072984
3.0938e-10,-0.0027161,-0.0007759
3.125e-10,-0.0027666,-0.00086075
3.1563e-10,-0.0028195,-0.00095662
3.1875e-10,-0.0026263,-0.0011515
3.2187e-10,-0.0025911,-0.0012777
3.25e-10,-0.0024676,-0.001348
3.2812e-10,-0.0024065,-0.0013113
3.3125e-10,-0.0023252,-0.0012955
3.3437e-10,-0.0024183,-0.0011384
3.375e-10,-0.0025251,-0.0009816
3.4062e-10,-0.0025423,-0.00089416
3.4375e-10,-0.0026149,-0.00084079
3.4688e-10,-0.0026291,-0.00084891
3.5e-10,-0.0026362,-0.00090883
3.5313e-10,-0.0024373,-0.0010753
3.5625e-10,-0.0024066,-0.0011714
3.5938e-10,-0.0023357,-0.0012537
3.625e-10,-0.0023562,-0.00132
3.6563e-10,-0.0023355,-0.0013248
3.6875e-10,-0.0025092,-0.0012466
3.7188e-10,-0.00265,-0.0011701
3.75e-10,-0.0027124,-0.0011341
3.7813e-10,-0.0027818,-0.0010078
3.8125e-10,-0.0027755,-0.00095643
3.8438e-10,-0.0027334,-0.00093591
3.875e-10,-0.0025257,-0.00087194
3.9063e-10,-0.0024644,-0.00086042
3.9375e-10,-0.0023039,-0.00089792
3.9688e-10,-0.0022172,-0.0010112
4e-10,-0.0021833,-0.0010283
4.0312e-10,-0.0022147,-0.0011845
4.0625e-10,-0.0022449,-0.0012986
4.0937e-10,-0.0023086,-0.0013911
4.125e-10,-0.0025009,-0.0014919
4.1562e-10,-0.0026133,-0.00152
4.1875e-10,-0.0026984,-0.0015014
4.2188e-10,-0.0028322,-0.0013939
4.25e-10,-0.0028735,-0.0013714
4.2813e-10,-0.0029451,-0.0011418
4.3125e-10,-0.0029403,-0.00093075
4.3438e-10,-0.0029488,-0.00085364
4.375e-10,-0.0028551,-0.0007464
4.4063e-10,-0.0028133,-0.0006554
4.4375e-10,-0.0026722,-0.00059197
4.4688e-10,-0.0023846,-0.00055919
4.5e-10,-0.0022395,-0.00055586
4.5313e-10,-0.0021452,-0.0005705
4.5625e-10,-0.002028,-0.00061399
4.5938e-10,-0.0019155,-0.00064664
4.625e-10,-0.0017848,-0.00091875
4.6563e-10,-0.0017235,-0.0011573
4.6875e-10,-0.0016813,-0.0012663
4.7187e-10,-0.001686,-0.0013686
4.75e-10,-0.0016343,-0.0014662
4.7813e-10,-0.0017087,-0.0016484
4.8125e-10,-0.0019291,-0.001919
4.8437e-10,-0.0020432,-0.0020587
4.875e-10,-0.0020914,-0.0021536
4.9063e-10,-0.0021372,-0.0022369
4.9375e-10,-0.0022381,-0.002338
4.9688e-10,-0.0025524,-0.0023851
5e-10,-0.0028377,-0.0024431
5.0313e-10,-0.0029692,-0.0024837
5.0625e-10,-0.0030401,-0.0025339
5.0938e-10,-0.0031524,-0.0025916
5.125e-10,-0.0033888,-0.0025565
5.1563e-10,-0.0037251,-0.0024328
5.1875e-10,-0.003909,-0.0023894
5.2188e-10,-0.0039966,-0.0023906
5.25e-10,-0.0040886,-0.0024551
5.2812e-10,-0.0042781,-0.0024102
